Date,Store,Customers,Promo,Weather,Day_Type,Sales
2023-01-21,B,936.0,,rainy,weekday,17824.46
2023-06-13,C,926.0,0,sunny,weekday,19066.61
2023-05-18,A,401.0,0,rainy,weekday,6825.43
2023-04-11,A,205.0,1,rainy,weekday,5120.16
2023-06-01,C,901.0,1,snowy,,21912.78
2023-06-26,B,200.0,0,,weekend,2796.94
2023-04-09,C,196.0,1,,weekday,4905.91
2023-02-05,A,764.0,0,rainy,weekday,15502.81
2023-04-06,A,128.0,0,snowy,,2126.0
2023-06-01,A,605.0,0,rainy,,11887.22
2023-05-31,C,764.0,,snowy,holiday,16028.21
2023-02-06,A,537.0,1,snowy,holiday,12992.07
2023-01-12,B,478.0,0,,weekend,8923.77
2023-04-23,C,172.0,,,weekday,3339.14
2023-01-13,C,353.0,1,snowy,weekday,6957.28
2023-01-23,A,615.0,1,,weekday,14824.59
2023-04-09,A,848.0,0,snowy,,15661.75
2023-04-15,B,649.0,0,sunny,weekday,13161.13
2023-01-30,C,119.0,1,rainy,weekend,3962.89
2023-01-17,A,724.0,1,,holiday,20165.21
2023-04-23,B,634.0,1,rainy,,14316.8
2023-03-03,A,520.0,1,,weekday,12003.29
2023-03-25,C,545.0,1,rainy,,13540.16
2023-04-22,A,978.0,0,rainy,weekday,18810.21
2023-03-27,C,235.0,1,,weekend,5967.04
2023-05-21,A,604.0,0,,weekday,12418.82
2023-01-19,C,859.0,0,,,16475.74
2023-06-26,B,400.0,0,,weekday,5554.5
2023-04-10,C,708.0,1,snowy,,16868.5
2023-05-20,B,132.0,1,,weekday,3948.93
2023-05-27,C,746.0,0,,weekday,14833.03
2023-03-17,B,866.0,0,,holiday,18063.48
2023-01-09,A,377.0,0,sunny,weekday,7326.48
2023-01-28,C,232.0,,rainy,holiday,3041.3
2023-05-08,A,849.0,1,,holiday,23473.46
2023-02-21,,626.0,,,weekday,10584.12
2023-03-24,C,888.0,1,rainy,,21191.28
2023-04-21,C,225.0,0,rainy,,3604.89
2023-05-24,A,444.0,0,snowy,weekend,8252.12
2023-04-27,C,116.0,1,rainy,weekday,1672.77
2023-03-10,C,923.0,0,rainy,weekday,18969.77
2023-04-09,A,661.0,0,sunny,weekday,13580.5
2023-05-20,C,746.0,0,snowy,weekday,12808.34
2023-01-25,A,729.0,1,sunny,weekend,18947.8
2023-06-29,A,477.0,1,rainy,weekend,13497.26
2023-05-03,A,917.0,0,,holiday,19129.25
2023-02-22,A,159.0,1,snowy,weekend,2705.25
2023-05-31,A,736.0,0,rainy,,12886.64
2023-05-24,B,566.0,1,rainy,holiday,14074.82
2023-02-26,B,727.0,1,,weekend,20653.56
2023-02-08,A,490.0,0,,,9240.13
2023-04-19,B,784.0,1,,,19182.97
2023-02-11,B,286.0,1,snowy,holiday,7278.14
2023-06-16,C,597.0,0,sunny,holiday,13099.73
2023-05-22,A,699.0,0,snowy,,13454.53
2023-05-02,B,814.0,,,weekday,17101.29
2023-05-13,C,,0,snowy,holiday,9432.01
2023-06-12,C,922.0,1,,weekday,22820.21
2023-03-16,A,931.0,1,sunny,weekday,24234.82
2023-05-26,A,548.0,0,snowy,weekday,9155.51
2023-03-17,C,793.0,0,sunny,weekend,15759.19
2023-01-09,A,963.0,1,sunny,holiday,26033.76
2023-03-15,A,779.0,0,,holiday,18415.92
2023-05-25,C,280.0,1,snowy,,5546.77
2023-01-07,C,911.0,1,snowy,holiday,21952.87
2023-06-23,A,229.0,1,sunny,weekday,5898.97
2023-05-21,,248.0,,,weekday,4903.35
2023-06-17,A,571.0,1,sunny,weekend,14590.34
2023-06-19,B,917.0,1,sunny,weekday,23392.04
2023-05-17,C,820.0,1,sunny,weekday,20026.89
2023-06-27,B,722.0,,sunny,weekend,16270.83
2023-01-27,C,599.0,,snowy,,10995.67
2023-05-02,A,748.0,1,rainy,holiday,20603.73
2023-01-05,A,454.0,0,snowy,holiday,8206.47
2023-01-29,C,310.0,1,,,7601.77
2023-06-14,C,757.0,0,rainy,weekday,12580.48
2023-06-15,C,695.0,0,sunny,,15237.1
2023-03-24,A,129.0,0,snowy,weekday,4386.5
2023-05-16,A,676.0,,rainy,weekend,13198.79
2023-04-19,B,123.0,0,sunny,weekday,
2023-03-06,C,822.0,1,snowy,weekday,18596.91
2023-03-27,B,321.0,1,rainy,,6396.3
2023-05-25,A,701.0,0,snowy,holiday,15114.79
2023-03-12,B,717.0,1,rainy,,16767.89
2023-02-14,B,783.0,1,,holiday,19279.36
2023-05-12,A,841.0,1,snowy,,18278.21
2023-02-05,A,688.0,0,snowy,,11129.05
2023-03-11,C,679.0,0,rainy,weekday,13017.11
2023-06-08,B,976.0,1,,holiday,26967.84
2023-01-19,A,500.0,0,snowy,weekday,10067.55
2023-04-18,A,964.0,0,,holiday,23220.79
2023-06-16,B,703.0,0,,weekend,16770.02
2023-04-01,A,611.0,1,snowy,weekend,13465.91
2023-03-31,C,187.0,0,sunny,weekend,4577.23
2023-01-19,C,564.0,1,rainy,weekday,14152.01
2023-02-08,B,149.0,,snowy,weekday,2210.86
2023-05-06,C,202.0,1,,weekday,5337.12
2023-06-22,A,467.0,0,rainy,weekend,9714.97
2023-05-21,A,591.0,1,snowy,,12860.91
2023-05-06,A,657.0,0,rainy,weekday,13700.85
2023-02-27,A,790.0,0,rainy,holiday,16756.7
2023-05-28,B,878.0,0,,weekday,17388.33
2023-03-02,C,367.0,0,sunny,weekday,6116.44
2023-05-07,C,496.0,1,sunny,holiday,14906.46
2023-04-15,A,419.0,,rainy,weekend,8433.83
2023-06-16,B,619.0,,,weekend,13081.2
2023-01-01,A,548.0,0,,holiday,
2023-05-11,A,876.0,1,snowy,weekday,20514.42
2023-04-02,B,575.0,0,rainy,weekday,9846.98
2023-04-23,B,997.0,1,snowy,weekend,21467.5
2023-06-02,A,689.0,0,,weekday,13071.25
2023-02-25,C,339.0,,rainy,weekend,7109.2
2023-06-10,,357.0,1,sunny,holiday,10189.74
2023-06-15,C,807.0,0,sunny,weekday,16280.49
2023-04-27,C,941.0,1,snowy,weekday,21017.62
2023-05-14,,742.0,1,rainy,holiday,19550.51
2023-02-27,B,489.0,1,,,15085.3
2023-02-13,A,442.0,1,snowy,weekend,10678.29
2023-06-22,C,872.0,1,sunny,weekday,21377.6
2023-06-09,C,853.0,1,,weekend,22281.32
2023-06-22,A,486.0,1,rainy,holiday,12480.02
2023-03-02,A,493.0,1,sunny,weekday,12394.32
2023-02-16,A,782.0,1,,,18638.51
2023-05-29,B,758.0,,sunny,holiday,17554.83
2023-03-21,A,369.0,0,rainy,weekend,7657.67
2023-04-28,A,248.0,0,snowy,weekday,3753.8
2023-06-13,C,479.0,1,,holiday,14294.25
2023-05-27,A,910.0,,,holiday,17927.07
2023-01-20,C,127.0,0,rainy,weekend,4680.84
2023-05-26,C,248.0,0,sunny,,6845.2
2023-02-16,B,519.0,0,sunny,weekend,12710.4
2023-02-18,A,379.0,1,sunny,weekend,9427.39
2023-01-14,A,281.0,,,,5860.67
2023-05-23,C,265.0,1,,,6003.18
2023-06-08,B,116.0,0,sunny,holiday,3025.75
2023-01-01,B,,,,weekday,4998.37
2023-04-27,A,438.0,0,snowy,weekend,7843.26
2023-02-23,C,144.0,1,rainy,weekday,2972.64
2023-04-28,A,601.0,0,rainy,,11497.36
2023-01-03,A,941.0,1,,,26461.19
2023-05-24,A,288.0,1,snowy,weekend,8037.73
2023-01-12,A,750.0,1,snowy,holiday,18647.31
2023-03-15,C,160.0,,sunny,weekend,3169.75
2023-01-16,B,393.0,,rainy,holiday,8864.73
2023-04-12,A,933.0,1,rainy,weekday,21576.45
2023-06-01,A,132.0,0,rainy,holiday,2520.48
2023-06-05,A,398.0,0,,weekend,6308.87
2023-04-27,A,514.0,1,snowy,weekend,12229.11
2023-01-08,B,723.0,,sunny,holiday,16033.9
2023-05-02,B,902.0,1,,weekday,22006.2
2023-04-02,B,648.0,,sunny,holiday,14752.53
2023-06-13,B,530.0,,,weekday,10724.47
2023-03-31,A,594.0,1,rainy,weekday,13602.3
2023-05-16,C,199.0,1,sunny,weekday,5798.05
2023-03-01,B,122.0,,snowy,weekday,2034.28
2023-06-27,B,519.0,1,snowy,weekend,11271.49
2023-01-28,A,523.0,1,,weekday,11313.71
2023-04-11,A,586.0,1,rainy,weekday,15281.14
2023-02-10,A,829.0,0,,weekday,16705.92
2023-06-04,A,188.0,1,sunny,holiday,5261.87
2023-05-25,C,308.0,0,snowy,holiday,6055.04
2023-06-10,C,370.0,0,snowy,weekday,7756.23
2023-06-06,B,848.0,1,snowy,weekday,19208.34
2023-05-21,C,999.0,1,snowy,weekend,25064.26
2023-02-15,B,505.0,0,sunny,weekend,10758.1
2023-02-04,B,820.0,0,snowy,holiday,13588.04
2023-05-14,C,377.0,,,,8806.88
2023-03-23,B,305.0,1,snowy,weekday,7146.24
2023-04-25,A,689.0,0,sunny,,13273.1
2023-02-16,B,427.0,,rainy,weekend,8262.57
2023-06-02,A,709.0,0,rainy,holiday,14496.51
2023-01-10,C,957.0,1,snowy,holiday,22456.64
2023-02-25,C,976.0,1,rainy,holiday,26414.7
2023-01-30,B,961.0,,sunny,holiday,20651.55
2023-04-19,A,435.0,1,snowy,holiday,9906.8
2023-01-05,B,705.0,0,sunny,weekday,18398.86
2023-04-29,C,691.0,1,rainy,,15315.86
2023-02-02,B,137.0,0,rainy,weekend,2645.58
2023-04-28,B,327.0,1,snowy,weekend,5551.4
2023-03-06,A,582.0,1,rainy,holiday,16515.49
2023-05-26,C,233.0,0,snowy,holiday,4333.78
2023-06-26,B,807.0,1,snowy,holiday,20782.0
2023-01-11,A,489.0,0,,weekday,8836.73
2023-03-26,B,893.0,1,,weekend,21744.79
2023-01-26,A,712.0,1,,holiday,18759.41
2023-03-04,A,524.0,0,sunny,,11825.48
2023-03-27,B,686.0,,rainy,weekday,13582.33
2023-02-28,C,905.0,0,rainy,weekday,15659.37
2023-01-27,C,609.0,1,,weekday,12805.43
2023-06-26,A,819.0,1,snowy,weekday,18138.4
2023-06-10,C,694.0,0,snowy,weekday,13475.13
2023-04-08,A,526.0,0,snowy,,8785.33
2023-04-15,C,754.0,,snowy,weekend,15267.71
2023-04-09,B,573.0,1,sunny,holiday,15897.17
2023-05-09,C,667.0,0,rainy,,14338.13
2023-05-29,A,460.0,0,,,8521.29
2023-02-24,A,898.0,1,sunny,holiday,24628.95
2023-01-06,C,310.0,0,rainy,weekday,5267.57
2023-04-05,B,278.0,1,sunny,weekday,7935.35
2023-05-13,A,157.0,0,snowy,weekday,3357.74
2023-04-12,A,172.0,1,sunny,weekday,2601.56
2023-01-03,A,314.0,0,sunny,weekend,7320.78
2023-01-23,A,999.0,1,snowy,weekday,21137.39
2023-02-22,A,877.0,1,snowy,weekday,18912.39
2023-06-14,B,172.0,1,,,5045.69
2023-03-24,C,566.0,0,,weekday,10065.54
2023-05-25,B,370.0,1,rainy,,8434.65
2023-03-26,B,598.0,0,,weekend,13355.36
2023-03-19,A,453.0,0,,weekday,9475.21
2023-04-20,B,333.0,1,rainy,holiday,9072.4
2023-01-01,A,418.0,1,sunny,holiday,12365.98
2023-02-20,B,118.0,0,sunny,weekend,3850.37
2023-06-22,A,724.0,,sunny,weekday,13239.47
2023-01-04,A,674.0,,snowy,,12431.92
2023-04-23,B,471.0,1,rainy,weekend,12707.67
2023-02-01,B,283.0,1,sunny,weekday,7842.85
2023-02-03,C,376.0,,,,7360.67
2023-04-02,C,773.0,1,,weekday,19107.9
2023-04-05,C,854.0,1,,weekday,22174.33
2023-03-13,B,244.0,1,rainy,,5998.32
2023-02-08,B,757.0,0,rainy,weekday,15422.42
2023-06-03,A,180.0,1,,holiday,5070.86
2023-06-11,C,421.0,1,snowy,,9136.3
2023-04-28,A,534.0,1,snowy,weekend,10949.27
2023-01-03,A,932.0,0,sunny,holiday,20250.52
2023-05-03,A,142.0,0,sunny,weekend,1689.5
2023-02-19,A,412.0,0,sunny,weekday,6410.46
2023-01-12,C,392.0,0,sunny,weekend,7323.18
2023-02-23,A,787.0,1,sunny,,20378.11
2023-05-13,B,987.0,0,rainy,weekend,19449.4
2023-02-26,B,168.0,0,rainy,weekday,3361.27
2023-05-25,B,155.0,1,snowy,weekday,
2023-04-22,C,730.0,1,snowy,,16392.77
2023-02-16,A,303.0,0,rainy,holiday,5613.73
2023-05-31,C,519.0,0,snowy,holiday,9834.55
2023-03-26,A,666.0,,,weekend,14797.05
2023-05-22,C,649.0,0,snowy,holiday,12824.25
2023-03-07,C,342.0,1,,weekday,6005.78
2023-03-16,A,300.0,0,,holiday,6211.54
2023-06-28,C,847.0,1,sunny,weekend,22792.01
2023-04-13,A,573.0,0,snowy,holiday,11526.45
2023-06-15,B,626.0,1,,weekday,14629.46
2023-02-07,B,755.0,0,snowy,weekday,12918.52
2023-02-19,B,176.0,0,snowy,holiday,1555.65
2023-04-08,C,577.0,0,rainy,,11484.9
2023-03-23,B,920.0,1,rainy,holiday,24684.78
2023-01-30,A,539.0,1,sunny,weekday,13341.61
2023-03-20,B,362.0,0,snowy,weekday,6200.71
2023-04-01,B,284.0,0,rainy,weekday,4368.6
2023-06-28,C,154.0,1,,weekend,4391.49
2023-02-21,A,407.0,1,,weekday,8532.82
2023-06-15,C,615.0,1,sunny,,16151.83
2023-03-20,C,398.0,,,weekend,8966.14
2023-01-30,A,651.0,0,snowy,holiday,14046.3
2023-04-16,C,329.0,0,,holiday,7293.38
2023-02-20,A,476.0,0,sunny,,9000.01
2023-03-22,B,385.0,1,sunny,weekday,10057.18
2023-05-13,A,237.0,0,,holiday,6073.01
2023-01-29,A,577.0,0,snowy,weekday,9344.08
2023-05-12,A,714.0,0,rainy,weekday,13500.23
2023-05-18,C,106.0,1,snowy,holiday,2886.21
2023-05-25,A,775.0,0,snowy,weekday,14383.17
2023-03-15,A,518.0,0,snowy,weekend,9457.28
2023-01-17,A,571.0,,,holiday,13256.12
2023-03-25,B,519.0,0,rainy,holiday,9843.7
2023-03-10,A,976.0,0,snowy,weekday,19384.24
2023-02-03,C,375.0,1,rainy,weekend,8728.74
2023-01-06,A,660.0,1,sunny,weekday,16907.77
2023-02-22,A,707.0,1,rainy,weekend,17079.66
2023-05-06,B,670.0,0,,weekday,13497.99
2023-02-12,A,842.0,1,sunny,,19970.76
2023-04-25,C,788.0,1,sunny,weekend,21814.35
2023-04-21,A,189.0,0,snowy,weekday,2666.35
2023-05-31,C,381.0,1,rainy,weekday,9126.26
2023-03-21,B,,1,sunny,weekday,16111.12
2023-04-05,A,270.0,1,sunny,,6048.34
2023-04-28,B,737.0,,rainy,weekday,11585.08
2023-05-24,A,910.0,1,rainy,weekend,23749.88
2023-01-08,C,454.0,1,sunny,weekday,11494.38
2023-05-12,B,303.0,1,sunny,weekend,6126.43
2023-04-14,A,388.0,0,rainy,,5554.38
2023-05-12,C,967.0,1,,weekday,23852.95
2023-01-25,B,561.0,0,rainy,weekday,10580.66
2023-04-06,A,708.0,0,,,13945.04
2023-06-04,B,849.0,1,sunny,weekday,22668.94
2023-04-03,A,272.0,1,snowy,weekend,4848.26
2023-06-09,C,400.0,0,rainy,holiday,8581.85
2023-06-27,C,699.0,0,sunny,holiday,16088.19
2023-03-02,B,962.0,0,sunny,weekend,20857.69
2023-05-02,B,628.0,1,snowy,weekday,14934.47
2023-02-20,A,239.0,0,rainy,weekend,4884.66
2023-05-27,C,865.0,1,sunny,,21871.13
2023-01-21,A,377.0,1,,weekend,9549.91
2023-01-05,C,762.0,1,snowy,holiday,17364.96
2023-04-02,B,610.0,0,,weekday,12528.79
2023-06-19,A,445.0,0,rainy,,8072.49
2023-03-02,A,945.0,1,,weekday,22881.0
2023-01-22,C,239.0,1,snowy,weekend,5998.38
2023-05-29,C,213.0,1,sunny,,5786.46
2023-03-11,C,679.0,1,snowy,holiday,16106.59
2023-01-01,B,606.0,0,sunny,weekday,12370.01
2023-05-13,A,465.0,0,sunny,weekend,9679.71
2023-01-12,C,790.0,1,,weekend,20936.88
2023-03-31,B,736.0,1,snowy,weekday,17688.21
2023-02-15,C,496.0,1,snowy,weekday,11558.28
2023-02-03,A,924.0,1,sunny,weekday,23466.96
2023-06-26,C,922.0,0,snowy,,15799.31
2023-03-19,A,949.0,0,rainy,weekend,18190.06
2023-02-14,B,974.0,1,rainy,,23589.98
2023-06-04,B,969.0,,,weekday,17792.34
2023-03-14,C,844.0,0,,,16523.61
2023-01-26,A,758.0,0,snowy,weekend,13604.93
2023-02-16,A,210.0,0,,weekday,4057.79
2023-05-01,A,974.0,0,snowy,weekday,17337.92
2023-02-25,C,457.0,1,,weekday,11555.58
2023-04-04,A,337.0,,rainy,holiday,7529.38
2023-04-17,A,102.0,1,sunny,,3516.61
2023-03-04,A,822.0,1,sunny,weekday,21591.8
2023-02-17,A,503.0,1,rainy,weekday,11720.99
2023-03-02,C,124.0,1,sunny,weekend,2634.54
2023-03-22,C,942.0,,snowy,weekend,17059.36
2023-01-26,A,608.0,0,snowy,holiday,11719.23
2023-02-05,A,795.0,,rainy,holiday,15583.22
2023-01-01,B,564.0,1,rainy,weekday,13841.17
2023-01-08,B,160.0,0,rainy,holiday,4413.52
2023-04-23,A,607.0,1,rainy,holiday,14264.65
2023-04-09,A,222.0,0,sunny,weekend,4671.96
2023-06-29,B,596.0,0,sunny,,13475.95
2023-02-16,B,154.0,0,sunny,weekend,1678.31
2023-05-07,A,262.0,1,snowy,weekend,7585.74
2023-02-25,C,798.0,1,,weekday,19090.2
2023-01-14,C,138.0,0,snowy,weekday,1937.53
2023-01-28,A,796.0,0,,,16537.56
2023-03-19,A,182.0,1,rainy,weekday,4804.7
2023-05-10,B,806.0,0,rainy,holiday,16735.25
2023-04-19,B,645.0,1,sunny,holiday,16897.72
2023-06-03,C,212.0,1,sunny,weekend,4258.89
2023-01-14,A,524.0,1,,weekend,13674.52
2023-02-25,B,329.0,0,,,6367.7
2023-04-25,C,382.0,1,sunny,holiday,9633.5
2023-01-07,C,386.0,0,rainy,weekend,7445.8
2023-01-03,C,254.0,0,sunny,weekend,5597.44
2023-04-21,B,264.0,0,rainy,weekday,6032.37
2023-05-31,B,281.0,0,rainy,weekday,5524.31
2023-04-17,A,338.0,1,snowy,,7446.95
2023-01-18,A,748.0,1,snowy,weekday,16088.9
2023-02-07,C,438.0,1,,weekday,10205.53
2023-04-25,C,611.0,1,rainy,,14716.87
2023-01-15,B,365.0,0,sunny,holiday,8327.82
2023-04-29,B,286.0,0,rainy,weekend,5484.01
2023-01-28,A,139.0,1,,,4380.08
2023-02-08,A,921.0,0,rainy,weekend,18432.64
2023-01-17,A,592.0,1,rainy,weekday,13597.93
2023-03-27,B,778.0,0,,weekday,14904.96
2023-05-06,C,490.0,,rainy,weekday,8623.96
2023-02-13,A,359.0,,snowy,weekday,6894.02
2023-01-25,A,754.0,0,,holiday,15904.52
2023-05-25,B,815.0,1,snowy,,18434.31
2023-01-13,A,275.0,0,,holiday,5116.66
2023-01-25,C,873.0,1,rainy,weekday,20575.07
2023-03-09,B,863.0,0,snowy,weekday,15484.91
2023-05-18,A,428.0,0,snowy,weekday,9831.73
2023-03-08,A,299.0,0,sunny,holiday,5140.19
2023-04-19,B,810.0,,snowy,holiday,16838.58
2023-05-26,B,295.0,1,snowy,weekday,5945.79
2023-04-21,A,,0,rainy,weekday,18857.25
2023-04-21,C,688.0,1,snowy,holiday,16336.95
2023-02-03,B,630.0,0,snowy,weekday,
2023-04-21,C,161.0,0,snowy,weekday,3097.57
2023-01-08,A,426.0,1,rainy,,8852.7
2023-06-17,C,380.0,0,,holiday,8578.6
2023-04-23,A,861.0,1,rainy,,20938.56
2023-03-24,A,326.0,0,snowy,holiday,7036.57
2023-02-11,A,738.0,0,,,14523.06
2023-06-18,A,157.0,1,rainy,weekend,6503.33
2023-04-11,C,576.0,,rainy,weekday,12792.78
2023-01-06,A,475.0,1,,weekday,12213.13
2023-06-29,A,815.0,0,sunny,weekend,15733.06
2023-01-26,C,342.0,1,snowy,weekday,6794.74
2023-03-05,B,466.0,,sunny,weekend,9503.59
2023-02-28,C,943.0,0,snowy,weekday,16887.59
2023-04-19,C,599.0,0,snowy,holiday,11042.34
2023-05-01,C,937.0,0,sunny,,18196.27
2023-02-02,A,351.0,0,sunny,weekday,5031.15
2023-05-30,A,421.0,1,snowy,weekend,7903.7
2023-01-21,A,475.0,0,,holiday,10465.13
2023-03-11,B,508.0,0,,weekday,11752.39
2023-04-22,A,810.0,0,sunny,weekend,15381.35
2023-01-04,B,587.0,1,sunny,weekday,14461.63
2023-04-04,A,,1,rainy,weekend,11003.93
2023-03-16,C,339.0,1,,weekend,9290.14
2023-03-03,A,238.0,0,,weekday,4249.62
2023-04-04,B,221.0,1,snowy,holiday,4380.58
2023-04-05,B,519.0,0,rainy,weekday,10474.49
2023-06-01,A,660.0,,snowy,weekday,10121.3
2023-02-24,C,403.0,0,rainy,holiday,8821.67
2023-05-17,A,214.0,0,,weekday,3476.08
2023-05-11,A,442.0,0,snowy,,8175.46
2023-01-31,A,350.0,0,rainy,,7752.48
2023-02-09,C,106.0,0,snowy,,1290.29
2023-02-05,B,,1,rainy,weekend,20330.87
2023-06-01,C,688.0,1,sunny,weekday,16779.41
2023-01-06,B,278.0,0,snowy,weekday,7054.63
2023-03-07,B,244.0,1,sunny,weekday,5972.02
2023-03-16,B,515.0,1,rainy,,12066.09
2023-01-04,C,765.0,0,snowy,holiday,15061.38
2023-03-20,A,220.0,0,rainy,,5465.25
2023-05-14,A,223.0,0,rainy,weekday,3630.93
2023-04-28,A,249.0,1,sunny,weekday,7018.33
2023-04-23,A,496.0,1,snowy,weekday,10476.9
2023-04-04,A,480.0,0,,weekend,9210.2
2023-06-28,C,879.0,0,rainy,holiday,18758.61
2023-03-03,C,938.0,1,sunny,,24664.23
2023-03-20,C,100.0,1,,holiday,2328.34
2023-05-16,C,772.0,1,sunny,weekday,18909.63
2023-01-26,C,343.0,0,sunny,weekend,7869.99
2023-06-28,C,986.0,,sunny,,19709.35
2023-06-22,C,497.0,1,rainy,weekday,12449.75
2023-02-13,A,350.0,0,,holiday,5912.1
2023-05-13,B,978.0,1,rainy,weekend,23352.13
2023-03-11,C,675.0,0,rainy,,12766.45
2023-06-03,B,398.0,0,snowy,holiday,8327.7
2023-04-28,C,859.0,1,,,21345.14
2023-03-09,C,396.0,0,snowy,weekend,7559.85
2023-01-19,A,599.0,1,sunny,weekend,16360.63
2023-01-20,B,214.0,0,,holiday,3336.65
2023-04-23,A,906.0,1,,,23256.37
2023-05-20,A,100.0,0,rainy,weekday,2898.09
2023-02-16,B,652.0,1,sunny,weekday,15957.16
2023-01-01,A,784.0,0,rainy,weekend,14781.82
2023-03-31,C,699.0,0,snowy,,13381.9
2023-05-22,C,581.0,1,sunny,holiday,17868.98
2023-03-05,C,709.0,0,rainy,holiday,14972.53
2023-02-07,C,699.0,0,rainy,weekend,13064.35
2023-02-06,C,862.0,0,rainy,weekend,17191.07
2023-05-06,A,609.0,,sunny,weekday,11346.25
2023-05-19,A,434.0,0,snowy,holiday,9302.14
2023-04-10,C,564.0,1,,,14049.39
2023-03-18,C,240.0,1,rainy,weekday,4818.44
2023-01-03,A,682.0,0,sunny,weekday,13839.43
2023-06-10,B,,1,,weekday,5244.62
2023-05-14,A,710.0,1,rainy,,15613.19
2023-06-27,A,762.0,1,sunny,weekday,19809.28
2023-01-10,A,786.0,1,snowy,weekday,17953.77
2023-01-05,A,266.0,0,rainy,,4608.31
2023-05-31,,442.0,1,sunny,,12322.07
2023-05-18,B,509.0,0,rainy,weekend,9409.68
2023-06-21,C,868.0,0,sunny,weekday,16925.32
2023-05-10,C,835.0,1,snowy,weekday,19125.04
2023-01-13,B,979.0,1,snowy,weekday,22816.14
2023-06-17,C,941.0,0,sunny,weekend,20171.52
2023-05-10,C,164.0,0,,weekend,2851.85
2023-03-25,C,680.0,1,snowy,weekday,15086.38
2023-03-06,B,166.0,1,rainy,holiday,3662.41
2023-03-04,B,532.0,0,snowy,holiday,10204.6
2023-04-11,C,149.0,0,rainy,,2587.21
2023-03-14,C,413.0,1,snowy,weekend,10150.51
2023-01-17,C,408.0,1,snowy,weekday,8558.99
2023-01-09,A,702.0,0,rainy,weekday,14245.07
2023-05-23,A,214.0,0,snowy,weekday,3829.52
2023-06-01,A,985.0,0,rainy,weekday,17903.79
2023-02-07,B,668.0,1,rainy,holiday,17857.59
2023-06-12,C,441.0,1,snowy,weekday,9814.38
2023-04-04,B,629.0,0,snowy,weekday,10907.93
2023-04-05,B,883.0,1,rainy,weekday,22316.94
2023-02-18,B,741.0,0,sunny,weekend,15232.72
2023-03-10,C,594.0,0,snowy,weekend,10797.49
2023-03-03,A,368.0,,,holiday,9152.77
2023-06-27,C,179.0,1,snowy,,4480.98
2023-03-19,C,555.0,1,sunny,weekday,14629.42
2023-04-27,B,398.0,1,sunny,weekend,9856.27
2023-04-30,B,921.0,0,snowy,holiday,18453.52
2023-05-17,B,301.0,1,snowy,weekday,5524.75
2023-06-11,A,602.0,1,,weekday,13129.55
2023-03-17,A,,0,snowy,,14516.18
2023-02-04,A,770.0,1,sunny,holiday,21226.89
2023-01-01,C,815.0,1,,,22775.2
2023-02-09,B,748.0,,snowy,weekday,14588.8
2023-03-05,C,584.0,1,,holiday,14857.15
2023-05-30,A,684.0,1,,weekend,18874.38
2023-03-01,B,659.0,0,sunny,,11834.46
2023-03-05,A,117.0,1,sunny,weekday,4458.04
2023-04-03,B,577.0,1,rainy,weekday,13223.7
2023-03-13,B,587.0,0,sunny,,11165.43
2023-01-11,C,878.0,1,rainy,weekday,21821.7
2023-04-15,C,545.0,,sunny,weekday,10340.88
2023-01-14,A,439.0,0,sunny,weekday,10528.27
2023-03-01,C,630.0,1,rainy,weekday,14420.88
2023-01-30,C,711.0,1,rainy,weekday,17729.36
2023-02-04,C,215.0,1,rainy,weekend,5477.24
2023-06-14,B,957.0,1,,weekday,24603.8
2023-01-05,C,173.0,0,rainy,weekday,2329.67
2023-03-24,A,891.0,1,,weekday,20441.55
2023-05-03,B,368.0,0,,weekday,6421.26
2023-03-19,B,736.0,1,rainy,weekday,17096.31
2023-06-03,C,215.0,1,rainy,weekday,4916.32
2023-03-03,B,785.0,0,rainy,,14455.14
2023-05-12,A,792.0,0,sunny,weekday,13703.43
2023-03-30,A,837.0,0,sunny,weekend,16906.34
2023-02-11,B,768.0,0,rainy,holiday,16092.53
2023-03-30,C,263.0,0,snowy,weekday,4514.98
2023-05-26,C,682.0,1,rainy,weekend,16633.96
2023-02-09,B,321.0,1,snowy,,6808.42
2023-03-13,A,225.0,,sunny,holiday,5012.06
2023-02-08,B,756.0,1,sunny,weekday,17852.79
2023-04-14,C,275.0,1,snowy,weekday,5966.75
2023-01-14,C,,0,sunny,weekday,14852.44
2023-02-01,B,793.0,1,rainy,weekend,18529.7
2023-06-28,A,474.0,1,snowy,weekday,10501.66
2023-05-05,B,958.0,0,snowy,weekday,15456.48
2023-06-15,A,597.0,1,,weekday,14246.07
2023-04-07,,184.0,1,sunny,weekend,5183.71
2023-01-23,B,975.0,,snowy,weekday,17920.71
2023-03-04,B,482.0,1,snowy,holiday,11942.55
2023-05-23,A,732.0,,snowy,,13378.31
2023-06-02,A,740.0,0,sunny,weekday,15419.86
2023-05-25,A,562.0,0,snowy,weekday,10210.17
2023-02-22,A,550.0,,snowy,weekday,10958.88
2023-04-14,C,617.0,0,rainy,weekday,9707.53
2023-04-14,B,945.0,0,rainy,weekend,19675.48
2023-06-28,A,794.0,1,,,17675.37
2023-02-08,B,649.0,1,snowy,weekday,14038.5
2023-06-28,A,215.0,0,sunny,weekday,5030.46
2023-05-14,B,713.0,0,,weekend,15624.12
2023-03-08,B,107.0,1,,holiday,1875.57
